"person_age","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length","log_income"
28,"MORTGAGE",4,"HOMEIMPROVEMENT","B",10000,10.75,"0",0.24,"N",6,10.6454248972655
28,"MORTGAGE",6,"EDUCATION","B",15000,11.99,"0",0.25,"N",5,11.0020998412042
23,"OWN",1,"VENTURE","B",15000,12.42,"0",0.38,"N",4,10.5966347330961
22,"MORTGAGE",3,"VENTURE","A",13000,7.29,"0",0.28,"N",3,10.7472075915754
27,"RENT",4,"VENTURE","B",20000,10.62,"0",0.19,"N",9,11.5617156291397
29,"RENT",1,"EDUCATION","B",10000,10.65,"0",0.15,"N",5,11.1272629841582
23,"RENT",7,"DEBTCONSOLIDATION","B",2700,10.75,"1",0.11,"N",2,10.0858091093301
28,"RENT",7,"HOMEIMPROVEMENT","A",6000,7.9,"0",0.03,"N",10,12.0725412529057
24,"MORTGAGE",5,"PERSONAL","B",14000,10.75,"0",0.14,"N",3,11.5129254649702
23,"RENT",7,"EDUCATION","B",7000,10.75,"0",0.11,"N",4,11.0821425488778
31,"MORTGAGE",3,"HOMEIMPROVEMENT","A",5150,6.62,"0",0.05,"N",6,11.6172854802945
26,"RENT",4,"PERSONAL","E",4200,16.82,"1",0.12,"Y",3,10.4341158035983
21,"RENT",5,"EDUCATION","B",1500,12.18,"0",0.04,"N",4,10.5966347330961
23,"MORTGAGE",7,"PERSONAL","A",5000,7.43,"0",0.08,"N",4,11.0821425488778
25,"MORTGAGE",9,"DEBTCONSOLIDATION","D",1500,8.63,"1",0.04,"Y",3,10.5965347280957
42,"MORTGAGE",17,"EDUCATION","B",10000,10.99,"0",0.24,"N",12,10.6213273456864
36,"RENT",3,"DEBTCONSOLIDATION","B",8000,11.12,"0",0.13,"N",13,11.0348896640272
37,"RENT",9,"VENTURE","A",1800,8.9,"0",0.04,"N",11,10.8277464540595
28,"RENT",2,"VENTURE","A",4200,7.51,"0",0.1,"N",5,10.5966347330961
35,"MORTGAGE",7,"EDUCATION","A",17000,6.03,"0",0.35,"N",8,10.77895628989
34,"MORTGAGE",4,"DEBTCONSOLIDATION","C",3000,13.35,"0",0.01,"Y",7,12.3238556811866
23,"MORTGAGE",7,"PERSONAL","D",9600,9.88,"0",0.09,"Y",2,11.6082356447746
27,"RENT",6,"PERSONAL","B",3000,10.74,"0",0.06,"N",5,10.7579028806922
29,"MORTGAGE",11,"EDUCATION","C",6000,14.27,"0",0.09,"Y",7,11.1562505210315
22,"MORTGAGE",6,"PERSONAL","A",3000,5.79,"0",0.03,"N",3,11.3908934150244
28,"RENT",6,"HOMEIMPROVEMENT","C",7000,14.27,"1",0.14,"N",9,10.8177762817396
31,"RENT",1,"VENTURE","E",20000,12.42,"1",0.12,"Y",7,12.0317192583854
32,"MORTGAGE",8,"MEDICAL","A",20000,6.91,"0",0.14,"N",10,11.8515667760191
39,"OWN",0,"MEDICAL","A",6000,6.03,"0",0.28,"N",12,9.98044859367226
31,"RENT",2,"VENTURE","C",3250,13.48,"0",0.12,"N",8,10.1811192891344
23,"RENT",5,"PERSONAL","C",8400,13.79,"1",0.22,"N",2,10.5713169251118
34,"MORTGAGE",4,"DEBTCONSOLIDATION","D",12000,15.65,"1",0.07,"Y",5,12.0895388292742
22,"MORTGAGE",6,"VENTURE","B",3500,9.25,"0",0.04,"N",2,11.4075649493124
25,"MORTGAGE",7,"HOMEIMPROVEMENT","G",25000,20.16,"1",0.25,"Y",4,11.5327280922664
22,"OTHER",6,"DEBTCONSOLIDATION","B",3000,9.45,"0",0.12,"N",3,10.1655440773489
28,"OWN",2,"PERSONAL","D",4700,15.31,"1",0.24,"Y",5,9.86266555801587
38,"MORTGAGE",3,"DEBTCONSOLIDATION","C",10000,14.27,"0",0.12,"N",11,11.3022044336546
23,"RENT",0,"PERSONAL","A",10300,8.94,"1",0.34,"N",2,10.3041411036471
30,"MORTGAGE",2,"EDUCATION","D",10000,14.74,"0",0.14,"N",8,11.2053671625137
25,"RENT",0,"PERSONAL","C",4500,13.99,"1",0.26,"N",2,9.77565418102624
21,"MORTGAGE",4,"MEDICAL","D",26400,16.49,"1",0.43,"N",3,10.8723707345295
23,"RENT",7,"EDUCATION","A",10000,6.17,"0",0.2,"N",4,10.8198582812105
22,"RENT",6,"MEDICAL","A",16500,8.9,"1",0.34,"N",4,10.77895628989
22,"MORTGAGE",6,"PERSONAL","A",7200,7.14,"0",0.33,"N",2,9.99879773234045
24,"MORTGAGE",4,"EDUCATION","B",21000,11.99,"0",0.3,"N",4,11.1562505210315
23,"MORTGAGE",4,"EDUCATION","E",15600,16.35,"0",0.17,"Y",3,11.4295438560312
28,"MORTGAGE",6,"VENTURE","E",7000,15.38,"1",0.09,"N",9,11.2118203721863
27,"RENT",1,"VENTURE","C",18000,13.16,"1",0.4,"N",7,10.7177455588451
21,"OWN",6,"PERSONAL","C",9600,13.98,"0",0.29,"Y",4,10.4222813459513
22,"RENT",3,"EDUCATION","C",6400,15.23,"0",0.27,"Y",3,10.0858091093301
42,"RENT",11,"VENTURE","C",9600,13.23,"0",0.23,"N",15,10.6454248972655
32,"MORTGAGE",11,"VENTURE","C",20000,12.53,"0",0.19,"Y",10,11.5898865061064
22,"MORTGAGE",2,"PERSONAL","B",4950,10.38,"0",0.1,"N",2,10.8198582812105
30,"RENT",6,"MEDICAL","A",14100,6.03,"0",0.17,"N",8,11.3290386838515
41,"MORTGAGE",1,"PERSONAL","D",10300,16.29,"1",0.39,"Y",14,10.1811192891344
26,"OWN",10,"VENTURE","C",5000,6.99,"0",0.11,"N",2,10.6919449129004
35,"MORTGAGE",7,"EDUCATION","B",1450,10.59,"0",0.03,"N",5,10.9150884642146
39,"MORTGAGE",6,"EDUCATION","D",30000,16.49,"1",0.28,"Y",11,11.5898865061064
35,"RENT",2,"EDUCATION","C",7000,13.49,"0",0.17,"Y",7,10.6213273456864
30,"RENT",1,"VENTURE","A",18000,8.38,"0",0.28,"N",7,11.0666383623418
25,"MORTGAGE",9,"PERSONAL","E",8000,15.68,"0",0.04,"Y",2,12.091581685043
30,"RENT",2,"VENTURE","B",5000,10.75,"0",0.14,"N",5,10.4912742174382
23,"RENT",1,"MEDICAL","A",3800,6.76,"0",0.07,"N",4,10.9150884642146
26,"RENT",1,"HOMEIMPROVEMENT","A",9000,7.66,"0",0.18,"N",3,10.8237703056798
61,"MORTGAGE",11,"PERSONAL","B",9000,9.99,"0",0.11,"N",22,11.3504065354725
28,"MORTGAGE",3,"MEDICAL","B",21000,10.74,"0",0.23,"N",7,11.4075649493124
26,"MORTGAGE",3,"MEDICAL","B",17500,11.83,"0",0.22,"N",2,11.276544686874
45,"RENT",4,"HOMEIMPROVEMENT","B",13650,12.42,"0",0.21,"N",11,11.0974100210086
24,"RENT",3,"VENTURE","C",7550,14.79,"1",0.37,"N",4,9.92329017983231
25,"MORTGAGE",5,"PERSONAL","C",10250,14.65,"0",0.18,"Y",4,10.9331069697173
23,"RENT",1,"VENTURE","B",25000,11.83,"1",0.5,"N",4,10.8197782844103
27,"MORTGAGE",8,"VENTURE","C",15250,13.16,"0",0.21,"Y",5,11.1844213979982
38,"RENT",9,"VENTURE","B",18000,10.65,"0",0.23,"N",11,11.2515607008358
27,"RENT",6,"EDUCATION","B",18000,10.25,"0",0.26,"N",6,11.1532460120112
22,"MORTGAGE",6,"EDUCATION","A",7500,8.49,"0",0.07,"N",2,11.5617156291397
22,"MORTGAGE",4,"VENTURE","A",3000,7.51,"0",0.05,"N",3,11.0974100210086
26,"RENT",0,"HOMEIMPROVEMENT","A",8000,5.99,"0",0.1,"N",2,11.289781913656
28,"MORTGAGE",12,"MEDICAL","C",3600,14.72,"0",0.04,"N",9,11.3282451284414
28,"RENT",5,"PERSONAL","C",16000,13.48,"1",0.36,"N",5,10.6919449129004
23,"MORTGAGE",1,"VENTURE","B",25000,11.58,"0",0.25,"N",3,11.5129254649702
24,"RENT",4,"HOMEIMPROVEMENT","B",12800,12.42,"1",0.4,"N",3,10.3734911817819
24,"RENT",3,"VENTURE","C",8400,12.87,"0",0.24,"Y",4,10.4631033404715
34,"RENT",2,"MEDICAL","A",15000,7.88,"0",0.25,"N",7,11.0020998412042
24,"MORTGAGE",4,"MEDICAL","B",6000,9.91,"0",0.07,"N",2,11.3850920934603
22,"MORTGAGE",0,"VENTURE","A",6950,7.74,"0",0.22,"N",3,10.3734911817819
24,"OTHER",8,"DEBTCONSOLIDATION","B",18000,11.26,"1",0.3,"N",4,11.0106630718647
24,"MORTGAGE",8,"VENTURE","B",7000,10.99,"0",0.08,"N",3,11.4075649493124
22,"RENT",7,"DEBTCONSOLIDATION","B",15600,12.21,"1",0.31,"N",4,10.8197782844103
34,"MORTGAGE",5,"VENTURE","A",10000,7.29,"0",0.19,"N",7,10.8967393255464
28,"MORTGAGE",12,"MEDICAL","C",6000,15.23,"1",0.11,"N",8,10.8967393255464
25,"RENT",0,"MEDICAL","B",1500,11.89,"0",0.05,"N",3,10.2398169218094
30,"MORTGAGE",0,"MEDICAL","A",10000,7.51,"0",0.17,"N",8,10.9852927228879
21,"MORTGAGE",5,"MEDICAL","B",25000,9.99,"1",0.42,"N",4,10.9852927228879
25,"RENT",1,"DEBTCONSOLIDATION","D",12000,12.17,"1",0.5,"Y",4,10.0858091093301
26,"RENT",8,"HOMEIMPROVEMENT","B",3450,12.69,"1",0.25,"N",3,9.5468126085974
28,"MORTGAGE",6,"VENTURE","B",15000,11.83,"0",0.21,"N",9,11.1982147201305
22,"RENT",2,"MEDICAL","A",1600,9.32,"0",0.05,"N",3,10.3417424834673
29,"MORTGAGE",13,"MEDICAL","B",12000,11.99,"0",0.22,"N",8,10.8967393255464
28,"RENT",4,"VENTURE","C",9000,13.8,"0",0.05,"N",10,12.1007121298723
23,"RENT",7,"DEBTCONSOLIDATION","B",15000,10.62,"0",0.18,"N",3,11.3139866023528
22,"RENT",3,"MEDICAL","B",5000,9.91,"0",0.11,"N",3,10.7144177687525
27,"MORTGAGE",4,"PERSONAL","B",2800,11.99,"0",0.02,"N",9,11.8493977015914
21,"MORTGAGE",2,"EDUCATION","A",12000,5.99,"0",0.14,"N",2,11.3799310709933
24,"MORTGAGE",3,"EDUCATION","A",8000,5.99,"0",0.12,"N",2,11.0821425488778
26,"RENT",8,"PERSONAL","C",7000,13.49,"0",0.08,"Y",3,11.4075649493124
34,"MORTGAGE",3,"VENTURE","A",15000,7.88,"0",0.11,"N",6,11.8249952254788
24,"MORTGAGE",8,"VENTURE","B",8000,7.9,"0",0.13,"N",3,11.0666383623418
25,"RENT",10,"VENTURE","A",11400,7.51,"1",0.38,"N",4,10.3089526606443
34,"MORTGAGE",5,"MEDICAL","D",14000,14.61,"1",0.03,"Y",5,12.893704645402
32,"MORTGAGE",16,"PERSONAL","A",10000,7.74,"0",0.12,"N",8,11.3504065354725
26,"RENT",0,"EDUCATION","A",4000,7.9,"0",0.15,"N",2,10.1811192891344
25,"RENT",9,"PERSONAL","C",25000,11.03,"0",0.15,"N",2,11.9953516142145
27,"OWN",11,"EDUCATION","A",6400,9.32,"0",0.16,"N",6,10.5966347330961
30,"RENT",0,"DEBTCONSOLIDATION","B",3600,10.71,"0",0.03,"N",8,11.6082356447746
36,"OWN",7,"DEBTCONSOLIDATION","A",7000,5.42,"1",0.49,"N",16,9.57498348556409
31,"RENT",0,"MEDICAL","A",5000,7.51,"0",0.24,"N",5,9.93996411934615
31,"OWN",1,"PERSONAL","A",2500,7.14,"1",0.3,"N",8,9.03741453682259
24,"RENT",4,"MEDICAL","D",30000,12.69,"1",0.38,"N",3,11.101945176174
28,"RENT",0,"EDUCATION","D",25000,14.61,"1",0.23,"Y",6,11.5898865061064
22,"RENT",5,"DEBTCONSOLIDATION","A",12000,5.42,"1",0.38,"N",2,10.3672215687683
30,"MORTGAGE",2,"HOMEIMPROVEMENT","D",12000,11.86,"0",0.08,"Y",8,11.9183905730784
23,"RENT",2,"PERSONAL","C",16000,14.27,"0",0.19,"N",2,11.3504065354725
25,"MORTGAGE",9,"DEBTCONSOLIDATION","B",9000,11.86,"0",0.12,"N",4,11.1982147201305
21,"MORTGAGE",5,"EDUCATION","B",1500,9.63,"0",0.04,"N",2,10.4631033404715
45,"RENT",17,"MEDICAL","A",10000,8.49,"1",0.38,"N",13,10.1658518170036
22,"RENT",6,"DEBTCONSOLIDATION","A",12000,7.49,"0",0.25,"N",3,10.7915639779291
31,"MORTGAGE",12,"HOMEIMPROVEMENT","B",8875,11.99,"0",0.12,"N",7,11.1913418408428
24,"RENT",2,"HOMEIMPROVEMENT","D",25000,11.86,"1",0.61,"N",3,10.6213273456864
26,"RENT",3,"EDUCATION","C",8000,14.27,"0",0.09,"N",3,11.4075649493124
30,"RENT",1,"VENTURE","B",5000,9.91,"0",0.16,"N",10,10.3417424834673
22,"RENT",1,"EDUCATION","C",2400,12.73,"0",0.06,"Y",2,10.5966347330961
26,"MORTGAGE",10,"PERSONAL","C",10000,13.49,"0",0.13,"N",4,11.2252433925184
32,"MORTGAGE",2,"MEDICAL","C",6000,14.27,"0",0.1,"Y",6,11.0383835532815
23,"MORTGAGE",5,"MEDICAL","B",12000,10.38,"0",0.31,"N",4,10.5495431255622
23,"MORTGAGE",3,"VENTURE","B",12000,11.36,"0",0.25,"N",3,10.77895628989
26,"MORTGAGE",10,"PERSONAL","A",15000,6.17,"0",0.16,"N",3,11.4752235977862
32,"RENT",2,"EDUCATION","A",6200,6.17,"1",0.52,"N",9,9.39266192877014
29,"MORTGAGE",1,"MEDICAL","A",12000,5.79,"0",0.13,"N",9,11.4075649493124
24,"RENT",6,"VENTURE","A",12000,6.62,"0",0.17,"N",4,11.172559658233
24,"MORTGAGE",1,"PERSONAL","A",4400,7.4,"0",0.05,"N",3,11.3504065354725
21,"OWN",3,"PERSONAL","E",4500,16,"0",0.14,"N",4,10.3734911817819
42,"RENT",1,"PERSONAL","D",5000,16.49,"1",0.17,"Y",13,10.2750511089686
22,"MORTGAGE",5,"PERSONAL","A",4500,6.39,"0",0.09,"N",4,10.7736924602149
22,"RENT",2,"EDUCATION","C",8450,12.99,"0",0.08,"Y",2,11.5129254649702
32,"MORTGAGE",9,"PERSONAL","A",8500,5.79,"0",0.09,"N",6,11.4616321705827
40,"RENT",1,"EDUCATION","C",1500,14.27,"0",0.02,"Y",14,11.4075649493124
37,"RENT",10,"DEBTCONSOLIDATION","D",24250,15.65,"1",0.32,"Y",13,11.2393566634617
25,"RENT",9,"HOMEIMPROVEMENT","C",20000,13.06,"0",0.2,"N",2,11.5129254649702
22,"MORTGAGE",6,"DEBTCONSOLIDATION","A",7000,9.32,"0",0.17,"N",3,10.5966347330961
25,"RENT",9,"MEDICAL","A",10000,7.51,"1",0.33,"N",2,10.3089526606443
26,"MORTGAGE",3,"PERSONAL","A",2000,7.51,"0",0.02,"N",3,11.7905572015685
26,"MORTGAGE",9,"VENTURE","B",12000,10.99,"0",0.11,"N",2,11.5617156291397
23,"RENT",1,"EDUCATION","C",12000,14.79,"0",0.27,"N",4,10.7009947484203
28,"RENT",2,"PERSONAL","B",10000,12.69,"0",0.19,"N",7,10.8589989975636
31,"RENT",3,"HOMEIMPROVEMENT","A",2400,8.49,"1",0.11,"N",8,10.0345158149425
23,"MORTGAGE",8,"MEDICAL","A",10000,7.88,"0",0.08,"N",2,11.6952470217642
35,"RENT",2,"PERSONAL","C",1000,13.49,"0",0.01,"N",8,11.2384886192685
22,"OWN",2,"VENTURE","C",8000,12.84,"0",0.11,"N",3,11.1561933765416
34,"MORTGAGE",18,"EDUCATION","D",8500,10.71,"0",0.18,"N",9,10.7472075915754
35,"MORTGAGE",2,"PERSONAL","C",20000,13.49,"0",0.27,"Y",5,11.2252433925184
25,"MORTGAGE",7,"HOMEIMPROVEMENT","A",6000,7.66,"0",0.19,"N",2,10.3417424834673
27,"MORTGAGE",6,"MEDICAL","A",15000,7.88,"0",0.16,"N",10,11.4210732993372
23,"RENT",0,"DEBTCONSOLIDATION","A",1000,7.14,"0",0.02,"N",2,10.8395809117065
34,"OWN",0,"MEDICAL","B",5600,11.86,"0",0.1,"N",7,10.9331069697173
34,"OWN",2,"EDUCATION","B",2000,10.74,"0",0.05,"N",6,10.5966347330961
29,"MORTGAGE",0,"VENTURE","C",6600,13.85,"0",0.22,"N",8,10.3089526606443
28,"MORTGAGE",3,"VENTURE","C",5725,14.79,"1",0.26,"N",9,10.0169947933297
42,"MORTGAGE",9,"MEDICAL","A",6500,14.65,"0",0.17,"N",14,10.5453414387085
24,"RENT",2,"HOMEIMPROVEMENT","B",7000,10.74,"0",0.09,"N",3,11.2252433925184
28,"MORTGAGE",2,"EDUCATION","A",15000,8.49,"0",0.18,"N",7,11.3504065354725
22,"RENT",3,"DEBTCONSOLIDATION","C",8000,14.27,"0",0.23,"N",3,10.4631033404715
27,"RENT",2,"PERSONAL","A",6000,6.62,"1",0.19,"N",10,10.3481733737976
22,"MORTGAGE",7,"MEDICAL","B",3600,11.71,"0",0.1,"N",2,10.5186731916264
24,"RENT",3,"DEBTCONSOLIDATION","B",4000,9.62,"1",0.15,"N",3,10.1811192891344
26,"MORTGAGE",9,"EDUCATION","A",7000,8,"0",0.05,"N",2,11.7752897294377
34,"RENT",5,"DEBTCONSOLIDATION","D",12000,14.3,"1",0.18,"N",6,11.0974100210086
34,"MORTGAGE",16,"PERSONAL","A",2400,6.03,"0",0.06,"N",9,10.5865843972426
28,"RENT",12,"MEDICAL","C",8000,14.65,"0",0.16,"N",9,10.8197782844103
27,"RENT",0,"MEDICAL","C",13500,10.78,"1",0.36,"N",6,10.5240640402612
28,"MORTGAGE",12,"MEDICAL","B",20000,10.65,"0",0.15,"N",5,11.7954693595659
26,"MORTGAGE",0,"EDUCATION","A",7000,7.88,"0",0.1,"N",4,11.1562505210315
22,"MORTGAGE",6,"EDUCATION","B",25000,12.53,"0",0.22,"N",4,11.6351430976945
22,"MORTGAGE",0,"PERSONAL","B",2800,12.53,"0",0.06,"N",2,10.77895628989
21,"RENT",2,"MEDICAL","D",4000,14.84,"1",0.17,"Y",2,10.0858091093301
43,"RENT",2,"EDUCATION","C",7000,12.99,"0",0.16,"N",14,10.7144177687525
24,"RENT",6,"MEDICAL","B",9100,10.37,"0",0.17,"N",2,10.9150157342971
39,"MORTGAGE",3,"MEDICAL","B",14000,9.99,"0",0.11,"N",14,11.7440371859336
24,"RENT",4,"VENTURE","B",11500,10.38,"0",0.09,"N",2,11.7360690162844
35,"RENT",1,"EDUCATION","A",3000,5.42,"0",0.08,"N",5,10.4912742174382
35,"MORTGAGE",3,"HOMEIMPROVEMENT","C",10000,13.43,"1",0.33,"N",7,10.3089526606443
24,"MORTGAGE",4,"DEBTCONSOLIDATION","B",2400,12.69,"0",0.04,"N",4,10.9919316532886
22,"RENT",2,"PERSONAL","B",8000,11.86,"0",0.09,"N",3,11.418614785499
27,"MORTGAGE",5,"PERSONAL","C",28000,15.96,"0",0.12,"N",9,12.3673407931263
29,"RENT",3,"HOMEIMPROVEMENT","B",7500,9.99,"1",0.13,"N",8,10.9852927228879
27,"MORTGAGE",5,"MEDICAL","B",4500,11.86,"0",0.07,"N",7,11.0219024685004
29,"MORTGAGE",5,"PERSONAL","A",10000,7.49,"0",0.1,"N",6,11.5129254649702
25,"RENT",1,"EDUCATION","B",6000,12.42,"0",0.16,"N",2,10.5146651702288
49,"RENT",7,"PERSONAL","A",16875,7.51,"0",0.2,"N",14,11.3667429547921
22,"RENT",1,"HOMEIMPROVEMENT","A",10500,9.38,"1",0.21,"N",2,10.7995755770928
29,"MORTGAGE",14,"HOMEIMPROVEMENT","D",5000,15.21,"0",0.06,"N",6,11.289781913656
25,"MORTGAGE",9,"DEBTCONSOLIDATION","A",12000,7.88,"0",0.09,"N",2,11.7577600554864
23,"OWN",4,"MEDICAL","C",6400,13.48,"0",0.11,"Y",3,10.9681982895286
21,"MORTGAGE",5,"EDUCATION","D",3600,15.99,"0",0.05,"Y",3,11.091209016276
23,"MORTGAGE",6,"EDUCATION","A",8800,9.63,"0",0.13,"N",3,11.0935845313264
27,"RENT",0,"MEDICAL","A",7000,8.9,"0",0.28,"N",10,10.1266311038503
58,"RENT",5,"EDUCATION","B",4500,13.48,"0",0.06,"N",18,11.1844213979982
22,"RENT",0,"EDUCATION","B",8000,12.18,"0",0.17,"N",4,10.7579028806922
21,"RENT",6,"PERSONAL","C",4750,12.73,"1",0.34,"Y",3,9.53285855926342
24,"MORTGAGE",7,"MEDICAL","C",5000,14.22,"0",0.1,"N",2,10.8589989975636
25,"MORTGAGE",5,"HOMEIMPROVEMENT","B",12000,9.62,"0",0.24,"N",4,10.8277464540595
23,"RENT",2,"HOMEIMPROVEMENT","D",10000,15.31,"1",0.33,"Y",4,10.3089526606443
32,"MORTGAGE",5,"MEDICAL","A",9600,6.76,"0",0.19,"N",10,10.8197782844103
24,"RENT",1,"VENTURE","D",10000,10.36,"1",0.23,"Y",3,10.6919449129004
25,"RENT",9,"VENTURE","C",5000,14.27,"1",0.16,"Y",4,10.3734911817819
23,"RENT",4,"EDUCATION","C",8000,12.68,"0",0.24,"N",3,10.4042628404486
28,"RENT",0,"VENTURE","D",3200,14.42,"1",0.1,"Y",6,10.4042628404486
22,"RENT",3,"EDUCATION","B",20000,12.18,"0",0.3,"N",2,11.1123881950984
30,"RENT",8,"MEDICAL","B",3000,11.49,"0",0.09,"N",7,10.3980618357161
23,"RENT",7,"EDUCATION","C",2750,15.23,"0",0.05,"Y",4,11.0020998412042
25,"MORTGAGE",2,"VENTURE","B",3500,10.36,"0",0.08,"N",2,10.6454248972655
29,"RENT",2,"MEDICAL","A",3500,5.99,"0",0.11,"N",8,10.3326691872616
27,"MORTGAGE",5,"DEBTCONSOLIDATION","C",20000,12.84,"0",0.23,"Y",10,11.3849557205256
25,"RENT",3,"EDUCATION","B",16000,11.71,"1",0.4,"N",4,10.5966347330961
33,"MORTGAGE",4,"HOMEIMPROVEMENT","B",8000,11.14,"0",0.15,"N",9,10.9150884642146
25,"OWN",2,"VENTURE","D",6000,9.63,"0",0.12,"N",4,10.8512769514697
22,"RENT",0,"MEDICAL","A",1600,6.39,"0",0.06,"N",4,10.2453026335678
27,"MORTGAGE",7,"MEDICAL","B",7400,12.69,"0",0.09,"N",10,11.289781913656
33,"MORTGAGE",17,"DEBTCONSOLIDATION","C",20000,13.48,"1",0.23,"Y",10,11.3850920934603
23,"RENT",3,"PERSONAL","B",10000,11.99,"1",0.26,"N",3,10.5713169251118
23,"RENT",0,"VENTURE","B",8000,11.14,"0",0.13,"N",3,11.0020998412042
25,"MORTGAGE",9,"EDUCATION","B",25000,11.49,"0",0.4,"N",2,11.0508900053737
23,"RENT",3,"MEDICAL","A",10800,7.88,"0",0.15,"N",2,11.1844213979982
22,"RENT",1,"EDUCATION","C",2000,13.11,"0",0.08,"Y",4,10.0858091093301
29,"RENT",1,"VENTURE","C",10250,12.23,"0",0.14,"Y",10,11.2252433925184
30,"MORTGAGE",4,"PERSONAL","B",14675,9.63,"0",0.28,"N",8,10.8589989975636
25,"MORTGAGE",9,"PERSONAL","A",3600,7.9,"0",0.04,"N",2,11.4075649493124
21,"RENT",1,"MEDICAL","D",3600,14.09,"1",0.14,"N",3,10.126471091049
22,"RENT",0,"MEDICAL","D",6600,16.89,"1",0.16,"N",3,10.6415602964491
23,"MORTGAGE",5,"DEBTCONSOLIDATION","B",10000,11.71,"0",0.17,"N",4,11.0020998412042
21,"OWN",2,"PERSONAL","B",12000,9.99,"0",0.33,"N",4,10.4963723111577
27,"OWN",11,"HOMEIMPROVEMENT","C",6000,13.47,"0",0.08,"N",7,11.2252433925184
22,"RENT",0,"DEBTCONSOLIDATION","D",15000,14.83,"1",0.27,"Y",4,10.9150884642146
25,"MORTGAGE",0,"HOMEIMPROVEMENT","E",30000,19.91,"0",0.13,"Y",2,12.3238556811866
24,"RENT",3,"MEDICAL","E",6400,14.75,"0",0.23,"Y",4,10.2399597891573
30,"MORTGAGE",7,"MEDICAL","D",6000,14.54,"1",0.12,"N",6,10.8153083089388
51,"MORTGAGE",3,"PERSONAL","C",3000,13.49,"0",0.04,"Y",18,11.2202710508919
25,"OWN",7,"EDUCATION","A",5375,5.79,"1",0.37,"N",2,9.57498348556409
36,"MORTGAGE",4,"PERSONAL","B",5000,9.62,"0",0.03,"N",16,11.8844890214027
27,"RENT",11,"VENTURE","C",5300,14.65,"0",0.12,"Y",10,10.6740123541174
29,"MORTGAGE",8,"EDUCATION","B",8000,12.42,"0",0.17,"N",9,10.7579028806922
25,"MORTGAGE",2,"EDUCATION","C",4000,12.53,"0",0.06,"Y",4,11.0993021691606
28,"OWN",11,"HOMEIMPROVEMENT","B",6000,11.86,"0",0.09,"N",9,11.1418617835794
28,"RENT",7,"EDUCATION","A",1500,7.37,"0",0.03,"N",8,10.9150884642146
28,"MORTGAGE",5,"HOMEIMPROVEMENT","B",9000,12.69,"0",0.11,"N",6,11.289781913656
23,"RENT",4,"PERSONAL","B",5000,7.74,"0",0.07,"N",4,11.2252433925184
27,"RENT",3,"PERSONAL","A",3600,7.49,"1",0.06,"N",5,11.0666383623418
25,"MORTGAGE",9,"PERSONAL","B",7550,11.49,"0",0.04,"N",4,12.0725412529057
37,"RENT",15,"HOMEIMPROVEMENT","A",12000,7.51,"0",0.13,"N",11,11.4075649493124
27,"OWN",7,"HOMEIMPROVEMENT","A",6000,5.42,"0",0.16,"N",6,10.5295329295553
25,"MORTGAGE",4,"VENTURE","A",5000,6.54,"0",0.15,"N",2,10.4137930410552
33,"MORTGAGE",4,"PERSONAL","C",18400,12.41,"0",0.17,"Y",8,11.5991031612113
24,"RENT",3,"MEDICAL","A",3700,6.99,"0",0.08,"N",4,10.77895628989
31,"RENT",4,"HOMEIMPROVEMENT","A",6000,7.49,"0",0.08,"N",5,11.2384886192685
24,"RENT",0,"PERSONAL","C",4000,13.8,"1",0.33,"Y",3,9.39266192877014
34,"MORTGAGE",10,"HOMEIMPROVEMENT","B",15000,12.42,"0",0.2,"N",7,11.206400304717
29,"MORTGAGE",13,"MEDICAL","A",4500,7.29,"0",0.04,"N",6,11.5424842672118
28,"RENT",12,"MEDICAL","A",8400,7.51,"1",0.13,"N",10,10.9348910915108
43,"RENT",2,"MEDICAL","B",5000,9.62,"0",0.08,"N",16,11.0821425488778
24,"MORTGAGE",3,"MEDICAL","C",15000,11.99,"0",0.1,"N",2,11.9183905730784
36,"MORTGAGE",0,"EDUCATION","A",5500,7.14,"0",0.12,"N",16,10.7579028806922
41,"MORTGAGE",6,"VENTURE","C",5000,13.23,"1",0.09,"N",12,10.8967393255464
22,"RENT",7,"VENTURE","D",12000,13.24,"0",0.27,"Y",2,10.695574680951
22,"RENT",0,"PERSONAL","A",3600,6.17,"0",0.09,"N",2,10.5966347330961
23,"MORTGAGE",7,"DEBTCONSOLIDATION","B",15000,7.9,"0",0.27,"N",2,10.9150157342971
24,"MORTGAGE",8,"DEBTCONSOLIDATION","F",30000,18.62,"1",0.34,"N",3,11.3850920934603
26,"MORTGAGE",3,"EDUCATION","A",18000,5.79,"0",0.23,"N",4,11.289781913656
28,"RENT",2,"EDUCATION","D",10000,16.49,"1",0.19,"Y",7,10.8967393255464
27,"OWN",2,"EDUCATION","A",14000,7.49,"0",0.4,"N",8,10.4631033404715
34,"RENT",4,"MEDICAL","B",12000,10.38,"1",0.39,"N",5,10.3225925463483
21,"RENT",5,"DEBTCONSOLIDATION","B",3500,10.37,"0",0.08,"N",4,10.6454248972655
28,"RENT",11,"PERSONAL","C",20000,13.92,"0",0.25,"N",7,11.286037411751
23,"OWN",3,"EDUCATION","B",14300,10.99,"0",0.32,"N",2,10.7007694978281
